"variable","original_variable","module","n_total","n_missing","pct_missing","n_observed","initial_reading"
"quest__FSD650ZW","FSD650ZW","Questionnaire",10175,9934,97.63144963144963,241,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ090B","OSQ090B","Questionnaire",10175,9933,97.62162162162163,242,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ120B","OSQ120B","Questionnaire",10175,9933,97.62162162162163,242,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ350U","DUQ350U","Questionnaire",10175,9930,97.59213759213759,245,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ340","DUQ340","Questionnaire",10175,9929,97.58230958230958,246,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ350Q","DUQ350Q","Questionnaire",10175,9929,97.58230958230958,246,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ352","DUQ352","Questionnaire",10175,9929,97.58230958230958,246,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724H","PAQ724H","Questionnaire",10175,9923,97.52334152334153,252,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CDQ004","CDQ004","Questionnaire",10175,9922,97.51351351351352,253,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ759B","PAQ759B","Questionnaire",10175,9922,97.51351351351352,253,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ180","OSQ180","Questionnaire",10175,9919,97.48402948402948,256,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__HIQ260","HIQ260","Questionnaire",10175,9915,97.44471744471744,260,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__HSQ580","HSQ580","Questionnaire",10175,9915,97.44471744471744,260,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DBQ073B","DBQ073B","Questionnaire",10175,9913,97.42506142506143,262,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PFQ063E","PFQ063E","Questionnaire",10175,9913,97.42506142506143,262,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724W","PAQ724W","Questionnaire",10175,9903,97.32678132678133,272,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__CSQ260G","CSQ260G","Examination",10175,9892,97.21867321867322,283,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__CSQ270","CSQ270","Examination",10175,9892,97.21867321867322,283,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__CDQ003","CDQ003","Questionnaire",10175,9892,97.21867321867322,283,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__FSD102","FSD102","Questionnaire",10175,9892,97.21867321867322,283,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ560U","RHQ560U","Questionnaire",10175,9886,97.15970515970515,289,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ560Q","RHQ560Q","Questionnaire",10175,9880,97.1007371007371,295,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ332","RHQ332","Questionnaire",10175,9871,97.012285012285,304,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSD030BA","OSD030BA","Questionnaire",10175,9859,96.8943488943489,316,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ020B","OSQ020B","Questionnaire",10175,9859,96.8943488943489,316,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ040BA","OSQ040BA","Questionnaire",10175,9859,96.8943488943489,316,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__OHX27CSC","OHX27CSC","Examination",10175,9858,96.88452088452088,317,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__PEASCCT1","PEASCCT1","Examination",10175,9855,96.85503685503686,320,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__MCQ170K","MCQ170K","Questionnaire",10175,9855,96.85503685503686,320,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ180K","MCQ180K","Questionnaire",10175,9855,96.85503685503686,320,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ742","PAQ742","Questionnaire",10175,9855,96.85503685503686,320,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ072","OSQ072","Questionnaire",10175,9853,96.83538083538083,322,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHD173","RHD173","Questionnaire",10175,9840,96.70761670761671,335,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__OHX22CSC","OHX22CSC","Examination",10175,9834,96.64864864864865,341,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__BMILEG","BMILEG","Examination",10175,9825,96.56019656019656,350,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__PAQ724F","PAQ724F","Questionnaire",10175,9822,96.53071253071253,353,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__BMXSAD3","BMXSAD3","Examination",10175,9817,96.48157248157248,358,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__BMXSAD4","BMXSAD4","Examination",10175,9817,96.48157248157248,358,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__BMIARML","BMIARML","Examination",10175,9807,96.38329238329239,368,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__DIQ175D","DIQ175D","Questionnaire",10175,9805,96.36363636363636,370,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"lab__PHAGUMHR","PHAGUMHR","Labs",10175,9804,96.35380835380835,371,"La ausencia bruta combina no participación, restricciones de edad, submuestras y ausencia de la determinación."
"lab__PHAGUMMN","PHAGUMMN","Labs",10175,9804,96.35380835380835,371,"La ausencia bruta combina no participación, restricciones de edad, submuestras y ausencia de la determinación."
"exam__BMIARMC","BMIARMC","Examination",10175,9803,96.34398034398035,372,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__ECQ150","ECQ150","Questionnaire",10175,9800,96.31449631449631,375,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__BMIWT","BMIWT","Examination",10175,9791,96.22604422604422,384,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__PAQ724V","PAQ724V","Questionnaire",10175,9786,96.17690417690417,389,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724Q","PAQ724Q","Questionnaire",10175,9784,96.15724815724816,391,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080E","WHD080E","Questionnaire",10175,9776,96.07862407862407,399,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ554","RHQ554","Questionnaire",10175,9768,96,407,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ570","RHQ570","Questionnaire",10175,9768,96,407,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ542A","RHQ542A","Questionnaire",10175,9767,95.99017199017199,408,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__CSQ260N","CSQ260N","Examination",10175,9754,95.86240786240786,421,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__MCQ149","MCQ149","Questionnaire",10175,9743,95.75429975429975,432,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ160A","OSQ160A","Questionnaire",10175,9739,95.71498771498771,436,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__BMIWAIST","BMIWAIST","Examination",10175,9736,95.68550368550369,439,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__PAQ724C","PAQ724C","Questionnaire",10175,9732,95.64619164619165,443,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PFQ063D","PFQ063D","Questionnaire",10175,9726,95.58722358722359,449,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"mort__DIABETES","DIABETES","Linked Mortality",10175,9708,95.41031941031942,467,"Ausencia principalmente estructural: estas variables solo se publican para determinados fallecidos."
"mort__HYPERTEN","HYPERTEN","Linked Mortality",10175,9708,95.41031941031942,467,"Ausencia principalmente estructural: estas variables solo se publican para determinados fallecidos."
"mort__UCOD_LEADING","UCOD_LEADING","Linked Mortality",10175,9708,95.41031941031942,467,"Ausencia principalmente estructural: estas variables solo se publican para determinados fallecidos."
"quest__PAQ724AA","PAQ724AA","Questionnaire",10175,9703,95.36117936117937,472,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__BMDSADCM","BMDSADCM","Examination",10175,9691,95.24324324324324,484,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__BPXDI4","BPXDI4","Examination",10175,9660,94.93857493857494,515,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__BPXSY4","BPXSY4","Examination",10175,9660,94.93857493857494,515,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__DIQ280","DIQ280","Questionnaire",10175,9655,94.8894348894349,520,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ291","DIQ291","Questionnaire",10175,9655,94.8894348894349,520,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DBQ223U","DBQ223U","Questionnaire",10175,9648,94.82063882063882,527,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"dem__DMQADFC","DMQADFC","Demographic",10175,9632,94.66339066339066,543,"Ausencia de entrevista o no respuesta al ítem; no debe asumirse MCAR sin comprobar asociaciones observadas."
"quest__DIQ175B","DIQ175B","Questionnaire",10175,9629,94.63390663390663,546,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ230A","MCQ230A","Questionnaire",10175,9628,94.62407862407862,547,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ746","PAQ746","Questionnaire",10175,9619,94.53562653562653,556,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ748","PAQ748","Questionnaire",10175,9619,94.53562653562653,556,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__BPAEN4","BPAEN4","Examination",10175,9613,94.47665847665847,562,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__HIQ031H","HIQ031H","Questionnaire",10175,9612,94.46683046683047,563,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DID250","DID250","Questionnaire",10175,9610,94.44717444717445,565,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHQ291","RHQ291","Questionnaire",10175,9610,94.44717444717445,565,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ230","DUQ230","Questionnaire",10175,9605,94.3980343980344,570,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ270U","DUQ270U","Questionnaire",10175,9603,94.37837837837837,572,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ260","DUQ260","Questionnaire",10175,9601,94.35872235872236,574,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ270Q","DUQ270Q","Questionnaire",10175,9601,94.35872235872236,574,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ272","DUQ272","Questionnaire",10175,9601,94.35872235872236,574,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ852U","SMQ852U","Questionnaire",10175,9598,94.32923832923834,577,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ852Q","SMQ852Q","Questionnaire",10175,9595,94.2997542997543,580,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ848","SMQ848","Questionnaire",10175,9592,94.27027027027027,583,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ260U","DIQ260U","Questionnaire",10175,9584,94.19164619164619,591,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ350U","DIQ350U","Questionnaire",10175,9578,94.13267813267814,597,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__IMQ080","IMQ080","Questionnaire",10175,9575,94.1031941031941,600,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ170M","MCQ170M","Questionnaire",10175,9574,94.0933660933661,601,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ180M","MCQ180M","Questionnaire",10175,9574,94.0933660933661,601,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724D","PAQ724D","Questionnaire",10175,9560,93.95577395577395,615,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__OHX06CSC","OHX06CSC","Examination",10175,9557,93.92628992628993,618,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__DID330","DID330","Questionnaire",10175,9549,93.84766584766585,626,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CSQ140","CSQ140","Questionnaire",10175,9515,93.51351351351352,660,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ679","PAQ679","Questionnaire",10175,9503,93.39557739557739,672,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"dem__RIDAGEMN","RIDAGEMN","Demographic",10175,9502,93.38574938574939,673,"Ausencia de entrevista o no respuesta al ítem; no debe asumirse MCAR sin comprobar asociaciones observadas."
"exam__OHX11CSC","OHX11CSC","Examination",10175,9502,93.38574938574939,673,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__PAQ677","PAQ677","Questionnaire",10175,9496,93.32678132678133,679,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ678","PAQ678","Questionnaire",10175,9496,93.32678132678133,679,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ740","PAQ740","Questionnaire",10175,9496,93.32678132678133,679,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ744","PAQ744","Questionnaire",10175,9496,93.32678132678133,679,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ868","SMQ868","Questionnaire",10175,9495,93.31695331695332,680,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080O","WHD080O","Questionnaire",10175,9486,93.22850122850123,689,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PFQ063C","PFQ063C","Questionnaire",10175,9477,93.14004914004914,698,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ250","DUQ250","Questionnaire",10175,9452,92.8943488943489,723,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ290","DUQ290","Questionnaire",10175,9452,92.8943488943489,723,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ330","DUQ330","Questionnaire",10175,9452,92.8943488943489,723,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DID341","DID341","Questionnaire",10175,9445,92.82555282555282,730,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DID350","DID350","Questionnaire",10175,9445,92.82555282555282,730,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DID310D","DID310D","Questionnaire",10175,9443,92.80589680589681,732,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DID310S","DID310S","Questionnaire",10175,9443,92.80589680589681,732,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DID320","DID320","Questionnaire",10175,9443,92.80589680589681,732,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ080","DIQ080","Questionnaire",10175,9443,92.80589680589681,732,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ300D","DIQ300D","Questionnaire",10175,9443,92.80589680589681,732,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ300S","DIQ300S","Questionnaire",10175,9443,92.80589680589681,732,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ360","DIQ360","Questionnaire",10175,9443,92.80589680589681,732,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCD093","MCD093","Questionnaire",10175,9443,92.80589680589681,732,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DID260","DID260","Questionnaire",10175,9440,92.77641277641278,735,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DID040","DID040","Questionnaire",10175,9438,92.75675675675676,737,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ230","DIQ230","Questionnaire",10175,9438,92.75675675675676,737,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ240","DIQ240","Questionnaire",10175,9438,92.75675675675676,737,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DIQ275","DIQ275","Questionnaire",10175,9438,92.75675675675676,737,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DBQ223D","DBQ223D","Questionnaire",10175,9429,92.66830466830467,746,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__MGQ110","MGQ110","Examination",10175,9420,92.57985257985258,755,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__MGQ120","MGQ120","Examination",10175,9420,92.57985257985258,755,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__CSQ060","CSQ060","Questionnaire",10175,9405,92.43243243243244,770,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CSQ070","CSQ070","Questionnaire",10175,9405,92.43243243243244,770,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAD733","PAD733","Questionnaire",10175,9377,92.15724815724816,798,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080C","WHD080C","Questionnaire",10175,9373,92.11793611793611,802,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMDUPCA","SMDUPCA","Questionnaire",10175,9359,91.98034398034397,816,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMD100CO","SMD100CO","Questionnaire",10175,9347,91.86240786240786,828,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMD100NI","SMD100NI","Questionnaire",10175,9347,91.86240786240786,828,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMD100TR","SMD100TR","Questionnaire",10175,9347,91.86240786240786,828,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__FSD660ZC","FSD660ZC","Questionnaire",10175,9339,91.78378378378379,836,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DBQ223C","DBQ223C","Questionnaire",10175,9301,91.41031941031942,874,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__OHX07CSC","OHX07CSC","Examination",10175,9298,91.38083538083538,877,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__IMQ045","IMQ045","Questionnaire",10175,9298,91.38083538083538,877,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__IMQ090","IMQ090","Questionnaire",10175,9298,91.38083538083538,877,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CDQ002","CDQ002","Questionnaire",10175,9296,91.36117936117937,879,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CDQ008","CDQ008","Questionnaire",10175,9296,91.36117936117937,879,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724AD","PAQ724AD","Questionnaire",10175,9294,91.34152334152334,881,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080B","WHD080B","Questionnaire",10175,9292,91.32186732186732,883,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__OHX09CSC","OHX09CSC","Examination",10175,9290,91.3022113022113,885,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__OHX10CSC","OHX10CSC","Examination",10175,9258,90.987714987715,917,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__OHX08CSC","OHX08CSC","Examination",10175,9257,90.97788697788698,918,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__OSQ090A","OSQ090A","Questionnaire",10175,9253,90.93857493857494,922,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OSQ120A","OSQ120A","Questionnaire",10175,9253,90.93857493857494,922,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__PAQ724S","PAQ724S","Questionnaire",10175,9249,90.8992628992629,926,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__HUD080","HUD080","Questionnaire",10175,9248,90.8894348894349,927,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SXQ590","SXQ590","Questionnaire",10175,9245,90.85995085995086,930,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SXQ600","SXQ600","Questionnaire",10175,9245,90.85995085995086,930,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__HIQ105","HIQ105","Questionnaire",10175,9241,90.82063882063882,934,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__AGQ030","AGQ030","Questionnaire",10175,9236,90.77149877149877,939,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ040","MCQ040","Questionnaire",10175,9236,90.77149877149877,939,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__MCQ050","MCQ050","Questionnaire",10175,9236,90.77149877149877,939,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__RHD143","RHD143","Questionnaire",10175,9236,90.77149877149877,939,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__MGQ080","MGQ080","Examination",10175,9234,90.75184275184276,941,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"exam__MGQ090","MGQ090","Examination",10175,9234,90.75184275184276,941,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__DUQ215U","DUQ215U","Questionnaire",10175,9232,90.73218673218673,943,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080S","WHD080S","Questionnaire",10175,9232,90.73218673218673,943,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ215Q","DUQ215Q","Questionnaire",10175,9230,90.71253071253071,945,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ213","DUQ213","Questionnaire",10175,9222,90.63390663390663,953,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ217","DUQ217","Questionnaire",10175,9222,90.63390663390663,953,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__DUQ219","DUQ219","Questionnaire",10175,9222,90.63390663390663,953,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__CSQ241","CSQ241","Examination",10175,9196,90.37837837837837,979,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__WHD080T","WHD080T","Questionnaire",10175,9179,90.21130221130221,996,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ078","SMQ078","Questionnaire",10175,9176,90.18181818181819,999,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__ACD110","ACD110","Questionnaire",10175,9168,90.1031941031941,1007,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__SMQ621","SMQ621","Questionnaire",10175,9168,90.1031941031941,1007,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__OCQ210","OCQ210","Questionnaire",10175,9164,90.06388206388206,1011,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080R","WHD080R","Questionnaire",10175,9153,89.95577395577395,1022,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__WHD080M","WHD080M","Questionnaire",10175,9142,89.84766584766585,1033,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CBQ606","CBQ606","Questionnaire",10175,9121,89.64127764127764,1054,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__CBQ611","CBQ611","Questionnaire",10175,9121,89.64127764127764,1054,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"exam__BMXRECUM","BMXRECUM","Examination",10175,9110,89.53316953316953,1065,"La ausencia bruta combina no participación en MEC, restricciones de edad y ausencia de la medición."
"quest__FSD111","FSD111","Questionnaire",10175,9096,89.39557739557739,1079,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
"quest__FSD122","FSD122","Questionnaire",10175,9096,89.39557739557739,1079,"La ausencia bruta puede responder a edad, patrones de salto, no aplicabilidad o no respuesta."
